ts in ms,sensor id,mapped id,number,full name,league id,group id,group name,x in m,y in m,z in m
33050,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,16.902,17.739,1.6
33050,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,19.949,19.21,1.6
33050,40849,2180,92,Ball,4460903,3,Ball,28.696,1.065,1.426
33050,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.43,19.665,1.6
33050,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.334,9.904,1.6
33050,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.349,10.425,1.6
33100,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,11.586,11.572,1.6
33100,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.603,0.575,1.6
33100,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,10.987,18.233,1.6
33100,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.38,9.645,1.6
33100,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,16.967,17.739,1.6
33100,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.018,19.21,1.6
33100,40849,2180,92,Ball,4460903,3,Ball,28.662,1.167,1.374
33100,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.429,19.667,1.6
33100,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.33,9.905,1.6
33100,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.379,10.486,1.6
33150,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,11.681,11.464,1.6
33150,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.597,0.586,1.6
33150,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.062,18.217,1.6
33150,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.367,9.644,1.6
33150,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.031,17.739,1.6
33150,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.086,19.21,1.6
33150,40849,2180,92,Ball,4460903,3,Ball,28.593,1.253,1.221
33150,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.426,19.668,1.6
33150,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.325,9.904,1.6
33150,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.423,10.543,1.6
33200,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,11.779,11.354,1.6
33200,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.591,0.598,1.6
33200,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.139,18.211,1.6
33200,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.353,9.643,1.6
33200,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.095,17.739,1.6
33200,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.154,19.21,1.6
33200,40849,2180,92,Ball,4460903,3,Ball,28.553,1.266,1.187
33200,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.418,19.668,1.6
33200,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.321,9.904,1.6
33200,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.499,10.59,1.6
33250,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,11.877,11.245,1.6
33250,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.586,0.61,1.6
33250,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.216,18.204,1.6
33250,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.321,9.646,1.6
33250,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.153,17.73,1.6
33250,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.2,19.212,1.6
33250,40849,2180,92,Ball,4460903,3,Ball,28.584,1.211,1.232
33250,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.41,19.668,1.6
33250,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.317,9.903,1.6
33250,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.576,10.637,1.6
33300,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,11.975,11.135,1.6
33300,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.563,0.631,1.6
33300,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.293,18.197,1.6
33300,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.288,9.649,1.6
33300,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.21,17.722,1.6
33300,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.247,19.214,1.6
33300,40849,2180,92,Ball,4460903,3,Ball,28.689,1.157,1.351
33300,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.402,19.669,1.6
33300,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.313,9.902,1.6
33300,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.653,10.684,1.6
33350,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.076,11.021,1.6
33350,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.536,0.655,1.6
33350,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.376,18.192,1.6
33350,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.256,9.651,1.6
33350,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.268,17.713,1.6
33350,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.293,19.216,1.6
33350,40849,2180,92,Ball,4460903,3,Ball,28.764,1.217,1.53
33350,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.393,19.669,1.6
33350,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.298,9.91,1.6
33350,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.73,10.731,1.6
33400,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.181,10.904,1.6
33400,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.508,0.679,1.6
33400,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.462,18.189,1.6
33400,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.23,9.654,1.6
33400,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.321,17.696,1.6
33400,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.341,19.229,1.6
33400,40849,2180,92,Ball,4460903,3,Ball,28.817,1.289,1.73
33400,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.384,19.67,1.6
33400,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.275,9.924,1.6
33400,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.805,10.779,1.6
33450,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.286,10.786,1.6
33450,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.482,0.704,1.6
33450,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.549,18.186,1.6
33450,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.219,9.658,1.6
33450,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.364,17.659,1.6
33450,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.394,19.264,1.6
33450,40849,2180,92,Ball,4460903,3,Ball,28.802,1.44,1.842
33450,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.375,19.671,1.6
33450,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.252,9.937,1.6
33450,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.88,10.828,1.6
33500,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.391,10.668,1.6
33500,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.461,0.747,1.6
33500,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.635,18.182,1.6
33500,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.208,9.662,1.6
33500,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.408,17.623,1.6
33500,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.447,19.299,1.6
33500,40849,2180,92,Ball,4460903,3,Ball,28.775,1.628,1.962
33500,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.365,19.672,1.6
33500,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.23,9.951,1.6
33500,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,3.955,10.877,1.6
33550,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.489,10.553,1.6
33550,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.441,0.79,1.6
33550,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.72,18.177,1.6
33550,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.196,9.666,1.6
33550,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.451,17.586,1.6
33550,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.5,19.334,1.6
33550,40849,2180,92,Ball,4460903,3,Ball,28.753,1.707,1.767
33550,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.355,19.674,1.6
33550,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.202,9.98,1.6
33550,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.031,10.926,1.6
33600,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.586,10.438,1.6
33600,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.42,0.833,1.6
33600,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.798,18.168,1.6
33600,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.182,9.668,1.6
33600,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.491,17.538,1.6
33600,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.558,19.362,1.6
33600,40849,2180,92,Ball,4460903,3,Ball,28.726,1.712,1.286
33600,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.348,19.674,1.6
33600,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.174,10.011,1.6
33600,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.09,10.978,1.6
33650,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.683,10.323,1.6
33650,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.406,0.885,1.6
33650,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.875,18.158,1.6
33650,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.166,9.668,1.6
33650,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.528,17.483,1.6
33650,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.621,19.386,1.6
33650,40849,2180,92,Ball,4460903,3,Ball,28.658,1.727,0.906
33650,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.342,19.674,1.6
33650,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.145,10.042,1.6
33650,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.139,11.031,1.6
33700,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.778,10.209,1.6
33700,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.402,0.954,1.6
33700,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,11.953,18.149,1.6
33700,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.15,9.668,1.6
33700,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.565,17.429,1.6
33700,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.683,19.41,1.6
33700,40849,2180,92,Ball,4460903,3,Ball,28.584,1.891,0.743
33700,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.337,19.674,1.6
33700,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.118,10.075,1.6
33700,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.188,11.085,1.6
33750,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.859,10.099,1.6
33750,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.399,1.023,1.6
33750,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.031,18.139,1.6
33750,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.134,9.668,1.6
33750,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.602,17.374,1.6
33750,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.746,19.434,1.6
33750,40849,2180,92,Ball,4460903,3,Ball,28.557,2.08,0.479
33750,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.331,19.674,1.6
33750,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.105,10.121,1.6
33750,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.237,11.139,1.6
33800,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,12.939,9.99,1.6
33800,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.395,1.092,1.6
33800,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.116,18.136,1.6
33800,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.118,9.668,1.6
33800,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.632,17.309,1.6
33800,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.808,19.458,1.6
33800,40849,2180,92,Ball,4460903,3,Ball,28.582,2.015,0.292
33800,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.323,19.674,1.6
33800,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.091,10.167,1.6
33800,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.289,11.184,1.6
33850,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.02,9.881,1.6
33850,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.392,1.16,1.6
33850,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.203,18.134,1.6
33850,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.102,9.668,1.6
33850,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.661,17.242,1.6
33850,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.88,19.466,1.6
33850,40849,2180,92,Ball,4460903,3,Ball,28.623,1.957,0.577
33850,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.313,19.674,1.6
33850,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.077,10.213,1.6
33850,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.34,11.227,1.6
33900,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.101,9.772,1.6
33900,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.385,1.233,1.6
33900,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.289,18.132,1.6
33900,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.086,9.668,1.6
33900,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.69,17.176,1.6
33900,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,20.956,19.466,1.6
33900,40849,2180,92,Ball,4460903,3,Ball,28.603,2.01,1.073
33900,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.304,19.674,1.6
33900,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.064,10.259,1.6
33900,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.392,11.27,1.6
33950,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.166,9.675,1.6
33950,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.374,1.312,1.6
33950,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.374,18.13,1.6
33950,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.071,9.668,1.6
33950,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.719,17.109,1.6
33950,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.032,19.466,1.6
33950,40849,2180,92,Ball,4460903,3,Ball,28.516,2.024,1.255
33950,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.296,19.675,1.6
33950,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.044,10.298,1.6
33950,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.443,11.309,1.6
34000,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.228,9.583,1.6
34000,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.363,1.39,1.6
34000,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.453,18.128,1.6
34000,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.055,9.668,1.6
34000,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.764,17.043,1.6
34000,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.109,19.466,1.6
34000,40849,2180,92,Ball,4460903,3,Ball,28.39,2.19,1.158
34000,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.297,19.675,1.6
34000,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.024,10.336,1.6
34000,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.49,11.321,1.6
34050,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.289,9.49,1.6
34050,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.351,1.469,1.6
34050,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.532,18.127,1.6
34050,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.044,9.658,1.6
34050,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.824,16.976,1.6
34050,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.178,19.466,1.6
34050,40849,2180,92,Ball,4460903,3,Ball,28.304,2.384,1.156
34050,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.298,19.676,1.6
34050,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.003,10.374,1.6
34050,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.538,11.333,1.6
34100,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.35,9.397,1.6
34100,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.354,1.576,1.6
34100,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.611,18.125,1.6
34100,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.035,9.647,1.6
34100,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.884,16.91,1.6
34100,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.248,19.466,1.6
34100,40849,2180,92,Ball,4460903,3,Ball,28.278,2.39,1.725
34100,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.299,19.677,1.6
34100,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.982,10.412,1.6
34100,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.586,11.346,1.6
34150,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.408,9.304,1.6
34150,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.364,1.696,1.6
34150,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.686,18.121,1.6
34150,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.025,9.637,1.6
34150,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.944,16.843,1.6
34150,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.317,19.466,1.6
34150,40849,2180,92,Ball,4460903,3,Ball,28.261,2.409,2.273
34150,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.3,19.678,1.6
34150,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.967,10.448,1.6
34150,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.643,11.353,1.6
34200,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.46,9.212,1.6
34200,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.374,1.817,1.6
34200,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.759,18.116,1.6
34200,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.623,1.6
34200,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.996,16.776,1.6
34200,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.382,19.463,1.6
34200,40849,2180,92,Ball,4460903,3,Ball,28.277,2.522,2.104
34200,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.299,19.678,1.6
34200,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.959,10.48,1.6
34200,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.712,11.353,1.6
34250,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.512,9.12,1.6
34250,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.384,1.937,1.6
34250,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.831,18.11,1.6
34250,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.595,1.6
34250,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,18.018,16.706,1.6
34250,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.426,19.447,1.6
34250,40849,2180,92,Ball,4460903,3,Ball,28.333,2.674,1.736
34250,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.298,19.678,1.6
34250,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.95,10.513,1.6
34250,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.781,11.353,1.6
34300,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.564,9.028,1.6
34300,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.396,2.04,1.6
34300,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.903,18.104,1.6
34300,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.567,1.6
34300,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,18.039,16.636,1.6
34300,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.471,19.431,1.6
34300,40849,2180,92,Ball,4460903,3,Ball,28.447,2.731,1.625
34300,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.297,19.678,1.6
34300,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.941,10.546,1.6
34300,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.85,11.353,1.6
34350,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.608,8.942,1.6
34350,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.408,2.142,1.6
34350,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,12.982,18.101,1.6
34350,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.54,1.6
34350,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,18.061,16.566,1.6
34350,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.516,19.415,1.6
34350,40849,2180,92,Ball,4460903,3,Ball,28.578,2.749,1.557
34350,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.297,19.677,1.6
34350,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.939,10.571,1.6
34350,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.919,11.353,1.6
34400,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.649,8.86,1.6
34400,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.421,2.244,1.6
34400,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,13.063,18.1,1.6
34400,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.51,1.6
34400,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,18.079,16.479,1.6
34400,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.565,19.407,1.6
34400,40849,2180,92,Ball,4460903,3,Ball,28.676,2.843,1.307
34400,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.299,19.678,1.6
34400,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.939,10.595,1.6
34400,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.999,11.354,1.6
34450,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.691,8.777,1.6
34450,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.433,2.343,1.6
34450,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,13.144,18.098,1.6
34450,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.477,1.6
34450,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,18.091,16.373,1.6
34450,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.619,19.407,1.6
34450,40849,2180,92,Ball,4460903,3,Ball,28.782,2.961,1.04
34450,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.304,19.68,1.6
34450,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.939,10.618,1.6
34450,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.091,11.354,1.6
34500,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.732,8.694,1.6
34500,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.443,2.432,1.6
34500,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,13.226,18.097,1.6
34500,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.444,1.6
34500,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,18.104,16.267,1.6
34500,28591,3442,39,DaVinci Dasher,3374173,2,Cosmic Chargers,21.674,19.408,1.6
34500,40849,2180,92,Ball,4460903,3,Ball,28.9,3.075,0.789
34500,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.309,19.682,1.6
34500,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.939,10.641,1.6
34500,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.183,11.354,1.6
34550,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,13.759,8.609,1.6
34550,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,28.454,2.521,1.6
34550,20376,3562,70,Einstein Striker,1424803,2,Cosmic Chargers,13.307,18.096,1.6
34550,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.017,9.411,1.6
